threat_id,user_id,threat_type,severity,confidence,evidence,first_observed,last_observed,related_hostname,related_alert_count,recommended_action
THR00643,EMP11693,Identity / Hostname Mismatch,Medium,Medium,"8 telemetry events observed on hostname lpt-11693, which is not assigned to this user in the identity master",2026-08-03 04:15:00,2026-09-07 03:02:10,lpt-11693,8,"Verify asset ownership, account sharing, and recent device changes"
THR00644,EMP11704,Identity / Hostname Mismatch,Medium,Medium,"8 telemetry events observed on hostname lpt-11704, which is not assigned to this user in the identity master",2026-08-11 12:00:41,2026-09-01 20:01:07,lpt-11704,8,"Verify asset ownership, account sharing, and recent device changes"
THR00645,EMP11716,Identity / Hostname Mismatch,Medium,Medium,"11 telemetry events observed on hostname lpt-11716, which is not assigned to this user in the identity master",2026-08-06 00:00:00,2026-09-05 22:21:01,lpt-11716,11,"Verify asset ownership, account sharing, and recent device changes"
THR00646,EMP11733,Identity / Hostname Mismatch,Medium,Medium,"5 telemetry events observed on hostname ws-11733, which is not assigned to this user in the identity master",2026-08-09 17:08:00,2026-08-29 00:00:00,ws-11733,5,"Verify asset ownership, account sharing, and recent device changes"
THR00647,EMP11734,Identity / Hostname Mismatch,Medium,Medium,"5 telemetry events observed on hostname ws-11734, which is not assigned to this user in the identity master",2026-08-06 06:06:16,2026-09-02 04:54:00,ws-11734,5,"Verify asset ownership, account sharing, and recent device changes"
THR00648,EMP11752,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname vdr-11752., which is not assigned to this user in the identity master",2026-08-12 12:24:31,2026-08-24 08:41:00,vdr-11752.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00649,EMP11764,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname lpt-11764., which is not assigned to this user in the identity master",2026-08-04 16:36:52,2026-08-04 16:36:52,lpt-11764.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00650,EMP11770,Identity / Hostname Mismatch,Medium,Medium,"7 telemetry events observed on hostname lpt-11770, which is not assigned to this user in the identity master",2026-08-11 00:00:00,2026-09-08 01:30:47,lpt-11770,7,"Verify asset ownership, account sharing, and recent device changes"
THR00651,EMP11773,Identity / Hostname Mismatch,Medium,Medium,"9 telemetry events observed on hostname vdr-11773, which is not assigned to this user in the identity master",2026-08-03 19:41:17,2026-09-04 16:23:00,vdr-11773,9,"Verify asset ownership, account sharing, and recent device changes"
THR00652,EMP11777,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname ws-11777., which is not assigned to this user in the identity master",2026-08-04 01:55:28,2026-08-07 10:17:48,ws-11777.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00653,EMP11780,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname lpt-11780, which is not assigned to this user in the identity master",2026-08-17 06:48:43,2026-09-08 09:01:41,lpt-11780,2,"Verify asset ownership, account sharing, and recent device changes"
THR00654,EMP11829,Identity / Hostname Mismatch,Medium,Medium,"9 telemetry events observed on hostname ws-11829, which is not assigned to this user in the identity master",2026-08-08 00:00:00,2026-09-09 13:13:52,ws-11829,9,"Verify asset ownership, account sharing, and recent device changes"
THR00655,EMP11835,Identity / Hostname Mismatch,Medium,Medium,"9 telemetry events observed on hostname ws-11835, which is not assigned to this user in the identity master",2026-08-01 14:36:00,2026-09-05 05:05:52,ws-11835,9,"Verify asset ownership, account sharing, and recent device changes"
THR00656,EMP11859,Identity / Hostname Mismatch,Medium,Medium,"9 telemetry events observed on hostname ws-11859, which is not assigned to this user in the identity master",2026-08-02 23:14:12,2026-09-07 04:30:15,ws-11859,9,"Verify asset ownership, account sharing, and recent device changes"
THR00657,EMP11904,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname lpt-11904., which is not assigned to this user in the identity master",2026-08-07 22:54:29,2026-09-01 23:00:30,lpt-11904.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00658,EMP11905,Identity / Hostname Mismatch,Medium,Medium,"8 telemetry events observed on hostname ws-11905, which is not assigned to this user in the identity master",2026-08-05 06:59:54,2026-09-04 16:00:35,ws-11905,8,"Verify asset ownership, account sharing, and recent device changes"
THR00659,EMP11912,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname vdr-11912., which is not assigned to this user in the identity master",2026-08-10 01:03:57,2026-08-10 06:22:23,vdr-11912.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00660,EMP11926,Identity / Hostname Mismatch,Medium,Medium,"7 telemetry events observed on hostname lpt-11926, which is not assigned to this user in the identity master",2026-08-04 03:35:57,2026-09-06 19:18:25,lpt-11926,7,"Verify asset ownership, account sharing, and recent device changes"
THR00661,EMP11931,Identity / Hostname Mismatch,Medium,Medium,"6 telemetry events observed on hostname vdr-11931, which is not assigned to this user in the identity master",2026-08-10 07:12:16,2026-09-02 09:01:48,vdr-11931,6,"Verify asset ownership, account sharing, and recent device changes"
THR00662,EMP11936,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname ws-11936., which is not assigned to this user in the identity master",2026-09-03 00:00:00,2026-09-07 18:42:14,ws-11936.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00663,EMP11957,Identity / Hostname Mismatch,Medium,Medium,"12 telemetry events observed on hostname ws-11957, which is not assigned to this user in the identity master",2026-08-04 07:23:44,2026-09-03 19:49:26,ws-11957,12,"Verify asset ownership, account sharing, and recent device changes"
THR00664,EMP11990,Identity / Hostname Mismatch,Medium,Medium,"8 telemetry events observed on hostname lpt-11990, which is not assigned to this user in the identity master",2026-08-04 05:01:43,2026-09-04 00:00:00,lpt-11990,8,"Verify asset ownership, account sharing, and recent device changes"
THR00665,EMP11996,Identity / Hostname Mismatch,Medium,Medium,"8 telemetry events observed on hostname vdr-11996, which is not assigned to this user in the identity master",2026-08-10 07:18:00,2026-09-07 18:10:52,vdr-11996,8,"Verify asset ownership, account sharing, and recent device changes"
THR00666,EMP12000,Identity / Hostname Mismatch,Medium,Medium,"6 telemetry events observed on hostname lpt-12000, which is not assigned to this user in the identity master",2026-08-04 19:39:00,2026-08-30 15:57:00,lpt-12000,6,"Verify asset ownership, account sharing, and recent device changes"
THR00667,EMP12019,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname vdr-12019., which is not assigned to this user in the identity master",2026-08-31 01:30:02,2026-09-01 19:12:03,vdr-12019.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00668,EMP12023,Identity / Hostname Mismatch,Medium,Medium,"13 telemetry events observed on hostname vdr-12023, which is not assigned to this user in the identity master",2026-08-15 20:32:24,2026-09-09 03:29:00,vdr-12023,13,"Verify asset ownership, account sharing, and recent device changes"
THR00669,EMP12027,Identity / Hostname Mismatch,Medium,Medium,"11 telemetry events observed on hostname lpt-12027, which is not assigned to this user in the identity master",2026-08-08 11:44:00,2026-09-08 18:27:04,lpt-12027,11,"Verify asset ownership, account sharing, and recent device changes"
THR00670,EMP12040,Identity / Hostname Mismatch,Medium,Medium,"4 telemetry events observed on hostname vdr-12040, which is not assigned to this user in the identity master",2026-08-09 00:00:00,2026-09-03 03:37:08,vdr-12040,4,"Verify asset ownership, account sharing, and recent device changes"
THR00671,EMP12088,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname lpt-12088., which is not assigned to this user in the identity master",2026-08-01 23:16:58,2026-08-21 22:39:40,lpt-12088.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00672,EMP12091,Identity / Hostname Mismatch,Medium,Medium,"4 telemetry events observed on hostname vdr-12091, which is not assigned to this user in the identity master",2026-08-12 06:40:40,2026-09-03 00:45:37,vdr-12091,4,"Verify asset ownership, account sharing, and recent device changes"
THR00673,EMP12110,Identity / Hostname Mismatch,Medium,Medium,"9 telemetry events observed on hostname lpt-12110, which is not assigned to this user in the identity master",2026-08-01 11:46:00,2026-09-03 10:22:00,lpt-12110,9,"Verify asset ownership, account sharing, and recent device changes"
THR00674,EMP12122,Identity / Hostname Mismatch,Medium,Medium,"2 telemetry events observed on hostname vdr-12122., which is not assigned to this user in the identity master",2026-08-12 10:34:49,2026-09-04 00:30:00,vdr-12122.,2,"Verify asset ownership, account sharing, and recent device changes"
THR00675,EMP12142,Identity / Hostname Mismatch,Medium,Medium,"7 telemetry events observed on hostname vdr-12142, which is not assigned to this user in the identity master",2026-08-13 00:00:00,2026-09-09 00:00:00,vdr-12142,7,"Verify asset ownership, account sharing, and recent device changes"
THR00676,EMP12146,Identity / Hostname Mismatch,Medium,Medium,"5 telemetry events observed on hostname lpt-12146, which is not assigned to this user in the identity master",2026-08-12 03:54:40,2026-08-31 19:58:56,lpt-12146,5,"Verify asset ownership, account sharing, and recent device changes"
THR00677,EMP12155,Identity / Hostname Mismatch,Medium,Medium,"11 telemetry events observed on hostname lpt-12155, which is not assigned to this user in the identity master",2026-08-04 00:00:00,2026-09-03 13:27:46,lpt-12155,11,"Verify asset ownership, account sharing, and recent device changes"
THR00678,EMP12168,Identity / Hostname Mismatch,Medium,Medium,"9 telemetry events observed on hostname vdr-12168, which is not assigned to this user in the identity master",2026-08-14 12:30:08,2026-09-07 00:00:00,vdr-12168,9,"Verify asset ownership, account sharing, and recent device changes"
THR00679,EMP12176,Identity / Hostname Mismatch,Medium,Medium,"5 telemetry events observed on hostname ws-12176, which is not assigned to this user in the identity master",2026-08-01 09:28:00,2026-08-31 12:55:13,ws-12176,5,"Verify asset ownership, account sharing, and recent device changes"
THR00680,EMP12178,Identity / Hostname Mismatch,Medium,Medium,"9 telemetry events observed on hostname vdr-12178, which is not assigned to this user in the identity master",2026-08-01 00:00:00,2026-09-09 17:20:16,vdr-12178,9,"Verify asset ownership, account sharing, and recent device changes"
THR00681,EMP12186,Identity / Hostname Mismatch,Medium,Medium,"10 telemetry events observed on hostname lpt-12186, which is not assigned to this user in the identity master",2026-08-01 02:23:17,2026-09-04 00:00:00,lpt-12186,10,"Verify asset ownership, account sharing, and recent device changes"
THR00682,EMP12221,Identity / Hostname Mismatch,Medium,Medium,"6 telemetry events observed on hostname ws-12221, which is not assigned to this user in the identity master",2026-08-14 00:00:00,2026-09-09 00:00:00,ws-12221,6,"Verify asset ownership, account sharing, and recent device changes"
THR00683,EMP12225,Identity / Hostname Mismatch,Medium,Medium,"3 telemetry events observed on hostname vdr-12225., which is not assigned to this user in the identity master",2026-09-01 13:12:06,2026-09-01 22:16:03,vdr-12225.,3,"Verify asset ownership, account sharing, and recent device changes"
THR00684,EMP12237,Identity / Hostname Mismatch,Medium,Medium,"8 telemetry events observed on hostname vdr-12237, which is not assigned to this user in the identity master",2026-08-03 00:00:00,2026-09-05 09:51:00,vdr-12237,8,"Verify asset ownership, account sharing, and recent device changes"
THR00685,EMP12243,Identity / Hostname Mismatch,Medium,Medium,"8 telemetry events observed on hostname vdr-12243, which is not assigned to this user in the identity master",2026-08-06 21:39:26,2026-09-07 14:57:35,vdr-12243,8,"Verify asset ownership, account sharing, and recent device changes"
THR00686,EMP12275,Identity / Hostname Mismatch,Medium,Medium,"12 telemetry events observed on hostname lpt-12275, which is not assigned to this user in the identity master",2026-08-04 11:13:45,2026-09-02 17:21:08,lpt-12275,12,"Verify asset ownership, account sharing, and recent device changes"
