log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,hostname_join_key,src_ip_valid,dst_ip_valid,src_port_status,dst_port_status,bytes_sent_status,bytes_received_status
FW000016122,2026-08-30 00:00:00,ws-12518,172.16.26.23,172.16.66.229,80,135,TCP,ALLOW,13787270,46398828,SID348853,False,BLOCK_EXTERNAL_RDP,CN,ws-12518,True,True,valid,valid,valid,valid
FW000002568,2026-08-09 00:00:00,vdr-11747,192.168.119.195,,53,3389,UDP,DENY,29858469,3071266,,False,UNKNOWN,CN,vdr-11747,True,,valid,valid,valid,valid
FW000006985,2026-08-29 01:28:00,,192.168.165.123,,8080,1433,TCP,DENY,154504,6774509,SID619478,False,BLOCK_TOR_EXIT,US,,True,False,valid,valid,valid,valid
FW000006796,2026-08-08 15:56:12,lpt-10815,,,445,,TCP,ALLOW,5379195,29315532,SID910682,False,ALLOW_INTERNAL_DNS,RU,lpt-10815,False,False,valid,invalid,valid,valid
FW000019903,2026-08-09 04:22:11,vdr-11585,,172.16.182.144,135,22,TCP,ALLOW,22268750,,,False,BLOCK_TOR_EXIT,UNKNOWN,vdr-11585,False,True,valid,valid,valid,missing
FW000004733,2026-08-16 15:24:54,ws-11706,192.168.199.49,,25,,TCP,ALLOW,1324677,,SID812705,False,DENY_TELNET,US,ws-11706,True,False,valid,invalid,valid,missing
FW000000774,2026-08-26 00:00:00,ws-12909,,10.230.187.0,443,8080,TCP,DENY,27866508,43900853,SID109601,False,MONITOR_DB_ACCESS,CN,ws-12909,False,True,valid,valid,valid,valid
FW000017250,2026-09-04 22:50:59,ws-12923.corp.local,217.199.20.247,,,,UDP,DENY,21556506,11453431,SID667031,False,UNKNOWN,CN,ws-12923,True,,missing,missing,valid,valid
FW000008522,2026-08-19 00:00:00,vdr-11482,172.16.5.55,178.111.193.140,53,443,TCP,ALLOW,,,SID219107,False,MONITOR_DB_ACCESS,,vdr-11482,True,True,valid,valid,missing,missing
FW000021585,2026-09-09 11:21:38,lpt-11928,,,8443,3389,TCP,DENY,42853977,,SID556031,False,ALLOW_WEB,US,lpt-11928,False,False,valid,valid,valid,missing
FW000027239,,vdr-11265,97.147.148.150,192.168.14.136,25,,TCP,ALLOW,39809591,23959381,SID426782,False,,RU,vdr-11265,True,True,valid,missing,valid,valid
FW000017026,2026-08-26 21:38:12,vdr-11292,80.15.122.42,,445,25,UDP,ALLOW,38052972,21349103,SID716610,False,BLOCK_EXTERNAL_RDP,,vdr-11292,True,False,valid,valid,valid,valid
FW000000019,2026-08-01 16:50:00,vdr-12676.corp.local,146.13.151.165,88.91.126.129,445,53,TCP,ALLOW,9061605,32614671,SID318025,False,BLOCK_TOR_EXIT,IN,vdr-12676,True,True,valid,valid,valid,valid
FW000002245,2026-08-08 07:16:30,ws-12724,,122.179.15.191,,25,TCP,ALLOW,,,SID822285,False,BLOCK_TOR_EXIT,RU,ws-12724,False,True,missing,valid,invalid,invalid
FW000003204,,ws-11248,146.210.239.134,,135,445,TCP,ALLOW,29685187,49558501,SID867399,False,ALLOW_WEB,RU,ws-11248,True,False,valid,valid,valid,valid
FW000007289,2026-08-01 21:50:32,lpt-11830,,172.16.245.152,1433,53,UDP,ALLOW,19704927,31378346,SID982710,False,BLOCK_TOR_EXIT,,lpt-11830,,True,valid,valid,valid,valid
FW000005205,2026-08-11 18:29:35,lpt-12100,,192.168.183.229,0,3389,TCP,ALLOW,19663364,29740778,SID414228,False,ALLOW_OFFICE_APPS,,lpt-12100,False,True,valid,valid,valid,valid
FW000013709,2026-08-16 00:00:00,ws-11207,,172.16.150.220,135,1433,TCP,DENY,23314673,22151162,SID475856,False,DENY_TELNET,,ws-11207,False,True,valid,valid,valid,valid
FW000020996,2026-09-05 00:00:00,lpt-10912.corp.local,192.168.64.188,145.190.236.43,53,8443,TCP,ALLOW,,7790920,SID973681,False,,,lpt-10912,True,True,valid,valid,missing,valid
FW000006924,2026-08-10 08:21:55,lpt-10651,172.16.143.114,55.175.157.180,,443,ICMP,DENY,,4319322,SID859086,False,DENY_TELNET,CN,lpt-10651,True,True,invalid,valid,missing,valid
FW000025777,,lpt-11902,45.247.216.142,222.212.204.44,25,,TCP,ALLOW,12735308,,SID451767,False,UNKNOWN,UNKNOWN,lpt-11902,True,True,valid,invalid,valid,missing
FW000011999,2026-08-15 00:00:00,lpt-12697.corp.local,24.238.168.168,,,,TCP,ALLOW,36426024,,SID538623,False,ALLOW_INTERNAL_DNS,IN,lpt-12697,True,False,invalid,invalid,valid,invalid
FW000011198,2026-08-14 22:39:57,lpt-11202,,,22,3306,TCP,DENY,12115813,10989076,SID785103,False,ALLOW_WEB,IN,lpt-11202,False,False,valid,valid,valid,valid
FW000013969,2026-08-06 13:45:28,lpt-10797,172.16.174.81,,3389,,TCP,ALLOW,449649,,SID828155,False,BLOCK_TOR_EXIT,RU,lpt-10797,True,,valid,invalid,valid,invalid
FW000026366,,ws-11360.corp.local,192.168.168.166,,135,443,TCP,ALLOW,34174043,32795699,SID902634,False,,IN,ws-11360,True,False,valid,valid,valid,valid
FW000012922,2026-08-08 00:00:00,lpt-10733,,,80,,TCP,ALLOW,16688515,30660362,SID230489,False,ALLOW_INTERNAL_DNS,IN,lpt-10733,False,False,valid,missing,valid,valid
FW000006666,2026-09-06 17:55:05,lpt-12056,,14.35.248.243,,3389,UDP,ALLOW,5777654,43691438,,False,BLOCK_TOR_EXIT,CN,lpt-12056,False,True,missing,valid,valid,valid
FW000003241,2026-08-15 07:53:54,lpt-11250,192.168.200.136,,,25,TCP,ALLOW,39937451,3152457,SID603906,False,ALLOW_WEB,RU,lpt-11250,True,False,invalid,valid,valid,valid
FW000016930,2026-08-17 18:33:31,lpt-11881,172.16.31.149,,445,8443,TCP,ALLOW,21409222,11640190,,False,ALLOW_OFFICE_APPS,CN,lpt-11881,True,False,valid,valid,valid,valid
FW000003310,,vdr-12775,172.16.164.40,31.161.132.166,53,135,TCP,ALLOW,31974123,24578440,SID577325,False,BLOCK_TOR_EXIT,,vdr-12775,True,True,valid,valid,valid,valid
FW000010359,2026-08-26 00:00:00,ws-10415,,,135,,TCP,DENY,4019895,35557212,SID969429,False,BLOCK_EXTERNAL_RDP,IN,ws-10415,False,False,valid,missing,valid,valid
FW000000364,2026-08-10 23:53:46,vdr-12163,172.16.78.27,192.168.96.101,,135,UDP,ALLOW,21153980,,SID587835,False,,,vdr-12163,True,True,missing,valid,valid,missing
FW000020108,,vdr-11265,,130.204.20.12,,,TCP,DENY,44255460,13956526,SID447925,False,BLOCK_TOR_EXIT,US,vdr-11265,False,True,invalid,missing,valid,valid
FW000011018,2026-08-18 07:16:43,lpt-10420,83.242.223.3,120.77.183.201,25,,TCP,ALLOW,,,SID346513,True,ALLOW_WEB,,lpt-10420,True,True,valid,missing,invalid,missing
FW000011790,2026-08-13 05:51:00,vdr-10164,,,,1433,UDP,ALLOW,46441860,7176007,SID812046,False,ALLOW_OFFICE_APPS,CN,vdr-10164,False,False,missing,valid,valid,valid
FW000004727,2026-08-05 22:29:00,vdr-11189,,219.89.255.11,25,,ICMP,ALLOW,23941743,16186772,SID909915,False,UNKNOWN,CN,vdr-11189,False,True,valid,invalid,valid,valid
FW000008739,,lpt-11993,,,445,25,UDP,ALLOW,16833631,41560648,SID931122,False,,US,lpt-11993,False,False,valid,valid,valid,valid
FW000019325,2026-08-05 00:27:18,vdr-11411,192.168.215.188,19.193.2.140,135,,UDP,DENY,2260474,4370000,,False,,RU,vdr-11411,True,True,valid,missing,valid,valid
FW000016856,2026-08-21 14:20:12,vdr-11912,192.168.222.83,,25,,TCP,DENY,47773821,19217574,SID484445,False,,CN,vdr-11912,True,False,valid,missing,valid,valid
FW000001642,2026-08-29 15:46:48,ws-12295,172.16.213.198,,135,8080,TCP,ALLOW,38205636,40962345,SID646524,False,DENY_TELNET,IN,ws-12295,True,False,valid,valid,valid,valid
FW000028710,,ws-12244,,,8443,,TCP,ALLOW,1757867,,SID416057,False,BLOCK_EXTERNAL_RDP,IN,ws-12244,,False,valid,invalid,valid,missing
FW000020902,2026-08-19 09:31:55,vdr-10328,,,8443,135,TCP,ALLOW,,,SID767359,False,ALLOW_INTERNAL_DNS,CN,vdr-10328,False,False,valid,valid,missing,missing
FW000001173,2026-08-18 09:02:39,ws-10189,12.126.158.196,,53,22,TCP,ALLOW,21795797,23821717,SID402663,False,ALLOW_OFFICE_APPS,UNKNOWN,ws-10189,True,False,valid,valid,valid,valid
FW000004501,2026-09-02 00:23:30,vdr-12844,192.168.144.71,,1433,3389,TCP,DENY,3012615,1027604,SID370414,False,ALLOW_WEB,,vdr-12844,True,False,valid,valid,valid,valid
FW000013466,2026-09-02 21:49:00,lpt-10779,192.168.13.219,,445,3389,TCP,ALLOW,30631320,42590828,SID306412,False,ALLOW_WEB,IN,lpt-10779,True,False,valid,valid,valid,valid
FW000022470,2026-08-22 22:03:00,lpt-10366,,,80,3389,UDP,ALLOW,15464344,5573233,SID101384,False,UNKNOWN,CN,lpt-10366,False,False,valid,valid,valid,valid
FW000028390,2026-08-08 09:25:39,lpt-11870.corp.local,,,3389,135,TCP,ALLOW,23523305,32592195,SID500846,False,MONITOR_DB_ACCESS,IN,lpt-11870,False,False,valid,valid,valid,valid
FW000023921,2026-08-19 19:43:44,vdr-12012.corp.local,93.66.245.54,192.168.11.106,,,UDP,ALLOW,47968884,10340104,SID967455,False,UNKNOWN,UNKNOWN,vdr-12012,True,True,missing,invalid,valid,valid
FW000003365,2026-08-30 14:41:03,lpt-12000,57.12.243.195,,22,,TCP,ALLOW,36922630,34466693,SID433700,False,,IN,lpt-12000,True,False,valid,missing,valid,valid
FW000022772,2026-08-24 08:45:50,ws-12360,,183.65.170.210,,,UDP,DENY,46818918,7602132,SID703787,False,,CN,ws-12360,False,True,invalid,missing,valid,valid
FW000012666,2026-08-22 21:13:34,ws-10336,,172.16.168.160,25,,TCP,ALLOW,24904681,38416559,SID603826,False,BLOCK_EXTERNAL_RDP,CN,ws-10336,False,True,valid,invalid,valid,valid
FW000001411,2026-08-13 12:50:00,ws-11957,167.43.12.79,172.16.121.148,1433,22,TCP,DENY,20410956,4781507,SID598758,False,BLOCK_TOR_EXIT,US,ws-11957,True,True,valid,valid,valid,valid
FW000012480,2026-08-25 06:48:23,lpt-11060,,113.61.234.205,8080,3389,TCP,ALLOW,25631931,15266456,SID832033,False,UNKNOWN,,lpt-11060,False,True,valid,valid,valid,valid
FW000024452,,ws-11724,172.16.19.244,109.6.147.13,,80,UDP,ALLOW,42977116,11096718,SID447251,False,ALLOW_OFFICE_APPS,,ws-11724,True,True,invalid,valid,valid,valid
FW000006667,2026-08-23 07:17:25,ws-10534,,,,53,TCP,DENY,,33537424,,False,UNKNOWN,UNKNOWN,ws-10534,False,False,missing,valid,missing,valid
FW000011333,2026-09-02 05:13:57,ws-10871,,,135,3389,TCP,ALLOW,38660524,,,False,ALLOW_INTERNAL_DNS,RU,ws-10871,False,False,valid,valid,valid,invalid
FW000017200,,ws-12206,,,135,22,UDP,ALLOW,33261398,1482980,SID906935,False,DENY_TELNET,RU,ws-12206,False,False,valid,valid,valid,valid
FW000014901,,vdr-11267,26.32.90.150,,22,8443,TCP,ALLOW,7088636,28614338,,False,ALLOW_INTERNAL_DNS,,vdr-11267,True,,valid,valid,valid,valid
FW000002132,,vdr-12705,,,25,,TCP,ALLOW,49911681,41173751,SID194804,False,UNKNOWN,IN,vdr-12705,False,False,valid,missing,valid,valid
FW000001798,2026-08-11 23:00:15,vdr-12820,,,445,,ICMP,ALLOW,,49392588,SID371956,False,UNKNOWN,IN,vdr-12820,False,False,valid,invalid,invalid,valid
FW000015379,2026-09-01 13:05:17,ws-10288,,,,53,TCP,ALLOW,20404403,25920799,SID752107,False,UNKNOWN,UNKNOWN,ws-10288,False,False,missing,valid,valid,valid
FW000007728,2026-08-01 16:36:00,lpt-10144,44.84.90.149,192.168.107.72,53,1433,TCP,ALLOW,,,SID472302,False,UNKNOWN,,lpt-10144,True,True,valid,valid,missing,missing
FW000004576,2026-08-28 22:16:17,vdr-12308,,186.73.180.128,3306,53,TCP,ALLOW,34015693,14795425,SID671630,False,BLOCK_TOR_EXIT,,vdr-12308,False,True,valid,valid,valid,valid
FW000005191,2026-08-04 14:03:00,vdr-12665,165.72.98.103,,445,445,TCP,DENY,8752360,,SID677525,False,,,vdr-12665,True,,valid,valid,valid,missing
FW000008168,2026-08-24 05:38:47,ws-11448,192.168.49.92,,8080,1433,TCP,DENY,,33198991,SID606583,False,UNKNOWN,IN,ws-11448,True,False,valid,valid,invalid,valid
FW000019507,,vdr-12725.corp.local,102.130.230.49,122.237.85.11,,,TCP,ALLOW,21613553,,SID828305,False,MONITOR_DB_ACCESS,US,vdr-12725,True,True,invalid,missing,valid,missing
FW000015733,2026-08-23 15:00:00,ws-10786,,,,135,TCP,ALLOW,44531558,29826234,,False,,CN,ws-10786,False,False,invalid,valid,valid,valid
FW000021750,,lpt-10254,,176.170.133.39,445,,TCP,ALLOW,1277357,25461906,SID535213,False,ALLOW_WEB,US,lpt-10254,False,True,valid,invalid,valid,valid
FW000012411,2026-09-07 22:49:28,ws-12477,,98.110.193.70,53,25,TCP,ALLOW,4363867,9611877,,False,UNKNOWN,,ws-12477,False,True,valid,valid,valid,valid
FW000020660,2026-09-04 18:44:00,ws-12217,,,53,443,TCP,ALLOW,8914427,21755575,SID905847,False,ALLOW_WEB,IN,ws-12217,False,False,valid,valid,valid,valid
FW000000524,2026-08-18 23:30:25,ws-11641,,121.122.222.86,53,,TCP,DENY,43557847,39701076,SID697744,False,MONITOR_DB_ACCESS,UNKNOWN,ws-11641,False,True,valid,missing,valid,valid
FW000003090,2026-08-08 00:00:00,ws-10962,128.165.171.86,172.16.138.237,,53,TCP,ALLOW,49827756,12439907,SID592775,False,BLOCK_TOR_EXIT,US,ws-10962,True,True,invalid,valid,valid,valid
FW000025867,2026-08-24 00:00:00,vdr-10716,,170.65.184.79,,8443,TCP,ALLOW,,23446159,SID883681,False,ALLOW_INTERNAL_DNS,,vdr-10716,False,True,invalid,valid,missing,valid
FW000011620,,lpt-12729,,,,,UDP,DENY,24846958,,,False,BLOCK_EXTERNAL_RDP,,lpt-12729,,False,missing,missing,valid,invalid
FW000021696,2026-08-18 02:50:08,ws-12728,,,,443,UDP,DENY,,41173301,SID251037,False,DENY_TELNET,CN,ws-12728,False,False,missing,valid,missing,valid
FW000001997,2026-08-05 03:59:00,lpt-10006,172.16.144.17,,3389,443,TCP,ALLOW,48177138,45101138,SID713422,False,DENY_TELNET,US,lpt-10006,True,False,valid,valid,valid,valid
FW000021638,2026-08-28 01:10:02,lpt-10860,192.168.38.108,,8080,443,TCP,ALLOW,27451864,36021199,SID375965,False,DENY_TELNET,RU,lpt-10860,True,False,valid,valid,valid,valid
FW000017917,2026-08-10 23:09:00,lpt-10789,172.16.222.101,172.16.246.65,8080,8080,TCP,ALLOW,46114055,33078473,SID771276,False,DENY_TELNET,CN,lpt-10789,True,True,valid,valid,valid,valid
FW000011820,,lpt-12652,,,3306,53,TCP,ALLOW,18538824,,SID761163,False,ALLOW_WEB,RU,lpt-12652,False,False,valid,valid,valid,missing
FW000019106,2026-09-05 10:40:02,vdr-10497,,172.16.129.2,80,,UDP,DENY,18628265,45381597,SID535291,False,MONITOR_DB_ACCESS,,vdr-10497,False,True,valid,invalid,valid,valid
FW000011603,2026-08-19 16:22:06,ws-12988,54.141.111.4,,53,,UDP,ALLOW,9594571,19559679,SID270561,False,ALLOW_INTERNAL_DNS,IN,ws-12988,True,False,valid,invalid,valid,valid
FW000002832,2026-08-25 06:49:16,lpt-11065,172.16.22.231,160.185.114.194,3306,53,UDP,ALLOW,4713489,17064827,SID588939,False,ALLOW_OFFICE_APPS,IN,lpt-11065,True,True,valid,valid,valid,valid
FW000008270,2026-08-29 00:00:00,vdr-11963,61.153.133.63,223.34.240.146,8443,135,TCP,DENY,26407048,3583841,SID827781,False,,US,vdr-11963,True,True,valid,valid,valid,valid
FW000007490,2026-08-04 16:28:06,vdr-10316,,167.235.59.186,0,443,UDP,ALLOW,47096294,42924769,SID270487,False,DENY_TELNET,CN,vdr-10316,False,True,valid,valid,valid,valid
FW000024685,2026-08-04 12:58:16,vdr-11962.corp.local,125.36.191.34,,445,80,TCP,DENY,6696476,33457879,SID804223,False,ALLOW_WEB,,vdr-11962,True,False,valid,valid,valid,valid
FW000027289,2026-08-24 12:17:07,vdr-12882,,192.168.141.5,53,8080,UDP,ALLOW,37763509,9098102,,False,ALLOW_OFFICE_APPS,CN,vdr-12882,False,True,valid,valid,valid,valid
FW000026755,2026-08-25 12:58:00,ws-11695,,,,,TCP,ALLOW,35950405,6411285,SID935887,False,ALLOW_WEB,IN,ws-11695,False,False,invalid,missing,valid,valid
FW000029043,2026-08-30 00:00:00,lpt-12303,34.115.88.187,,53,,TCP,DENY,47708615,23729536,SID340847,False,MONITOR_DB_ACCESS,CN,lpt-12303,True,False,valid,missing,valid,valid
FW000001300,2026-08-07 00:00:00,ws-12442,192.168.115.247,192.168.150.48,1433,0,TCP,DENY,7898409,49012856,SID747114,False,BLOCK_EXTERNAL_RDP,,ws-12442,True,True,valid,valid,valid,valid
FW000006274,2026-08-26 10:17:47,,10.156.103.0,,8080,25,TCP,ALLOW,36695267,348699,SID398430,False,MONITOR_DB_ACCESS,,,True,False,valid,valid,valid,valid
FW000005500,2026-08-23 15:57:00,vdr-11589,,192.168.100.107,25,443,TCP,DENY,38649626,40046254,SID635977,False,,IN,vdr-11589,False,True,valid,valid,valid,valid
FW000006448,2026-08-30 08:28:38,lpt-12240,,,8443,445,TCP,DENY,22672061,31412914,,False,MONITOR_DB_ACCESS,RU,lpt-12240,False,False,valid,valid,valid,valid
FW000015614,2026-08-19 15:40:16,lpt-12690,192.168.134.173,22.174.191.107,,80,TCP,ALLOW,14275511,48079056,,False,,CN,lpt-12690,True,True,missing,valid,valid,valid
FW000015127,2026-08-02 00:00:00,lpt-12240,,,,80,UDP,DENY,,22580499,SID954463,False,ALLOW_INTERNAL_DNS,CN,lpt-12240,False,False,invalid,valid,missing,valid
FW000025883,,lpt-11546,194.109.114.210,192.168.40.9,,3389,TCP,ALLOW,29456023,11849530,SID735796,False,,US,lpt-11546,True,True,missing,valid,valid,valid
FW000017865,2026-08-11 20:35:44,ws-12812,223.220.205.226,192.168.115.81,0,53,UDP,ALLOW,26861796,35029057,,True,BLOCK_TOR_EXIT,,ws-12812,True,True,valid,valid,valid,valid
FW000017986,2026-08-11 20:49:10,ws-11252,,,22,445,TCP,ALLOW,34774232,16431211,SID328944,False,BLOCK_TOR_EXIT,CN,ws-11252,False,False,valid,valid,valid,valid
FW000010152,,lpt-12316,,192.168.54.121,53,1433,TCP,ALLOW,35201102,21567123,SID720557,False,BLOCK_TOR_EXIT,CN,lpt-12316,False,True,valid,valid,valid,valid
FW000021476,2026-08-14 15:33:00,ws-10704,172.16.81.173,18.90.118.68,8443,3389,TCP,DENY,19619767,22785556,SID822680,False,ALLOW_WEB,IN,ws-10704,True,True,valid,valid,valid,valid
FW000007068,2026-09-02 00:00:00,lpt-10956,,151.35.117.237,3306,8080,UDP,ALLOW,29537494,5084939,SID632974,False,DENY_TELNET,RU,lpt-10956,False,True,valid,valid,valid,valid
FW000026997,2026-08-03 05:37:00,ws-11153.corp.local,,128.163.158.122,25,,TCP,DENY,31086908,20223702,SID743147,False,,CN,ws-11153,False,True,valid,missing,valid,valid
FW000024018,2026-09-05 07:10:03,lpt-11840,172.16.238.123,145.130.122.236,,22,TCP,ALLOW,3432314,49513441,,False,,,lpt-11840,True,True,invalid,valid,valid,valid
FW000020046,2026-08-08 02:42:46,ws-12673,192.168.90.205,,8443,,TCP,ALLOW,39391181,2899611,SID978578,False,MONITOR_DB_ACCESS,US,ws-12673,True,False,valid,missing,valid,valid
FW000015117,2026-08-01 00:00:00,lpt-12432,172.16.236.216,,,80,UDP,ALLOW,28967721,,SID363766,False,MONITOR_DB_ACCESS,RU,lpt-12432,True,False,invalid,valid,valid,invalid
FW000026552,2026-09-02 05:23:00,,172.16.30.70,,,,TCP,ALLOW,5741336,,SID293754,False,UNKNOWN,RU,,True,False,missing,missing,valid,missing
FW000008748,2026-08-07 00:00:00,lpt-12947,172.16.62.19,172.16.4.206,25,,UDP,ALLOW,18190115,1438084,SID161591,False,DENY_TELNET,US,lpt-12947,True,True,valid,invalid,valid,valid
FW000021210,2026-08-07 02:36:31,lpt-10815,192.168.156.218,,53,22,TCP,DENY,,7255637,SID774673,False,BLOCK_TOR_EXIT,US,lpt-10815,True,False,valid,valid,missing,valid
FW000005681,2026-08-05 10:20:40,,192.168.232.68,,445,,TCP,ALLOW,47790982,28804349,SID213145,False,,UNKNOWN,,True,False,valid,invalid,valid,valid
FW000011550,2026-08-28 19:34:08,vdr-10867,192.168.157.105,,3389,,UDP,ALLOW,33180445,39130105,SID450547,False,BLOCK_TOR_EXIT,US,vdr-10867,True,False,valid,missing,valid,valid
FW000016782,2026-09-09 01:40:41,lpt-12011,,192.168.252.94,,22,TCP,DENY,19081948,1773128,SID867557,False,BLOCK_TOR_EXIT,IN,lpt-12011,False,True,missing,valid,valid,valid
FW000001538,2026-08-04 21:37:00,ws-12166,172.16.129.143,,135,8080,TCP,DENY,,922747,SID591469,False,UNKNOWN,IN,ws-12166,True,False,valid,valid,invalid,valid
FW000018891,2026-08-27 15:53:00,vdr-11128.corp.local,192.168.8.87,,,3306,ICMP,ALLOW,,39828889,,False,ALLOW_WEB,,vdr-11128,True,False,missing,valid,missing,valid
FW000024810,,ws-11514,192.168.154.124,,8443,8443,TCP,ALLOW,48789798,42513507,SID387315,False,ALLOW_INTERNAL_DNS,UNKNOWN,ws-11514,True,False,valid,valid,valid,valid
FW000005556,2026-09-06 00:00:00,ws-10319,137.179.236.93,172.16.114.254,25,,TCP,DENY,1995316,41657889,SID777283,False,BLOCK_TOR_EXIT,,ws-10319,True,True,valid,missing,valid,valid
FW000003011,2026-08-28 23:54:00,lpt-11034,,,135,22,UDP,DENY,13813320,,SID396409,False,BLOCK_TOR_EXIT,RU,lpt-11034,False,False,valid,valid,valid,missing
FW000022079,2026-08-19 04:15:57,vdr-11256,177.168.235.26,10.12.180.0,443,25,TCP,ALLOW,11887700,45999982,SID129501,True,,US,vdr-11256,True,True,valid,valid,valid,valid
FW000017108,,,192.168.142.115,63.114.109.247,,1433,TCP,ALLOW,17674647,16864491,,False,UNKNOWN,RU,,True,True,missing,valid,valid,valid
FW000016685,2026-09-08 14:37:00,lpt-12635,222.120.36.13,,443,25,TCP,ALLOW,34524099,4579492,,False,,CN,lpt-12635,True,False,valid,valid,valid,valid
FW000028064,2026-09-03 20:25:43,vdr-11421,,154.255.247.223,8080,135,UDP,ALLOW,28279031,4016046,,False,,,vdr-11421,False,True,valid,valid,valid,valid
FW000021018,2026-09-03 14:47:00,lpt-12186,172.16.77.34,78.22.163.226,80,,TCP,ALLOW,31152150,1898026,SID189965,False,DENY_TELNET,IN,lpt-12186,True,True,valid,invalid,valid,valid
FW000007329,2026-08-29 00:00:00,ws-10399,56.192.147.70,48.202.17.230,,445,TCP,ALLOW,26040758,,SID624827,False,DENY_TELNET,US,ws-10399,True,True,missing,valid,valid,invalid
FW000012487,2026-08-23 00:00:00,lpt-10619,88.189.15.11,,8080,,TCP,ALLOW,33237281,21453354,SID862229,False,,IN,lpt-10619,True,False,valid,invalid,valid,valid
FW000004186,2026-09-02 10:25:26,ws-11469,,96.162.252.214,3389,25,UDP,DENY,10676972,30527754,SID766977,False,,,ws-11469,False,True,valid,valid,valid,valid
FW000029041,2026-08-19 21:07:22,ws-10578,51.182.122.133,152.39.123.254,8080,8080,TCP,ALLOW,25092424,45709406,SID258222,False,ALLOW_WEB,,ws-10578,True,True,valid,valid,valid,valid
FW000015147,2026-08-14 10:45:43,lpt-12414,,,80,,TCP,ALLOW,,,SID995635,False,MONITOR_DB_ACCESS,,lpt-12414,False,False,valid,invalid,missing,missing
FW000009550,2026-08-04 11:56:41,lpt-10204,,,25,,TCP,ALLOW,25225672,39499858,SID359883,True,,IN,lpt-10204,False,False,valid,missing,valid,valid
FW000011497,2026-08-03 00:00:00,ws-12495,221.143.71.97,,3389,3306,ICMP,ALLOW,39661905,47669427,SID220648,False,DENY_TELNET,RU,ws-12495,True,False,valid,valid,valid,valid
FW000013648,,,192.168.57.168,46.238.58.252,443,,UDP,ALLOW,49301414,16534557,SID406777,False,ALLOW_INTERNAL_DNS,CN,,True,True,valid,invalid,valid,valid
FW000026497,2026-08-18 00:00:00,ws-11756,,56.206.78.227,,80,TCP,ALLOW,42798624,28486689,SID296832,False,BLOCK_EXTERNAL_RDP,US,ws-11756,False,True,missing,valid,valid,valid
FW000029139,2026-08-06 08:18:20,ws-10334,192.168.45.8,,,80,TCP,DENY,8363315,11856226,SID989147,False,MONITOR_DB_ACCESS,,ws-10334,True,False,invalid,valid,valid,valid
FW000013148,2026-08-23 16:01:57,lpt-11607,,,443,8443,TCP,DENY,46497772,44127093,SID243648,False,ALLOW_INTERNAL_DNS,CN,lpt-11607,False,False,valid,valid,valid,valid
FW000004583,2026-08-17 10:07:00,ws-11141,,,8443,135,TCP,ALLOW,,,SID762472,False,ALLOW_OFFICE_APPS,RU,ws-11141,False,False,valid,valid,missing,missing
FW000029161,2026-08-04 09:44:00,ws-12496.corp.local,,,53,8080,TCP,DENY,36072711,28283652,,False,BLOCK_EXTERNAL_RDP,IN,ws-12496,False,False,valid,valid,valid,valid
FW000007368,2026-08-16 05:27:00,vdr-12281,192.168.42.138,,,8443,UDP,DENY,7644119,,SID647798,False,ALLOW_WEB,IN,vdr-12281,True,False,invalid,valid,valid,invalid
FW000010682,2026-09-01 23:09:26,ws-11898,110.154.52.126,,3389,3306,TCP,DENY,7945892,13276744,SID539736,False,,US,ws-11898,True,False,valid,valid,valid,valid
FW000000144,2026-08-15 12:28:04,vdr-10561,,,443,53,TCP,ALLOW,,,,False,BLOCK_TOR_EXIT,IN,vdr-10561,False,False,valid,valid,invalid,invalid
FW000023336,2026-09-09 00:00:00,vdr-11147,,,,135,ICMP,DENY,26135390,32333075,SID251620,False,MONITOR_DB_ACCESS,IN,vdr-11147,False,False,invalid,valid,valid,valid
